agency_id,ori,legacy_ori,agency_name,short_name,agency_type_id,agency_type_name,tribe_id,campus_id,city_id,city_name,state_id,state_abbr,primary_county_id,primary_county,primary_county_fips,agency_status,submitting_agency_id,submitting_sai,submitting_name,submitting_state_abbr,start_year,dormant_year,current_year,revised_rape_start,current_nibrs_start_year,population,population_group_code,population_group_desc,population_source_flag,suburban_area_flag,core_city_flag,months_reported,nibrs_months_reported,past_10_years_reported,covered_by_id,covered_by_ori,covered_by_name,staffing_year,total_officers,total_civilians,icpsr_zip,icpsr_lat,icpsr_lng
248,AL0281300,AL0281300,Valley Head Police Department,Valley Head,1,City,,,336,Valley Head,2,AL,59,DeKalb,01049,A,23354,ALUCR0001,Alabama Criminal Justice Information Center,AL,1976,,2016,2013,,551,7,"Cities under 2,500",L,N,N,3,0,5,,,,2015,1,1,35989,34.460929,-85.803992
435,AL0590300,AL0590300,Montevallo Police Department,Montevallo,1,City,,,238,Montevallo,2,AL,92,Shelby,01117,A,23354,ALUCR0001,Alabama Criminal Justice Information Center,AL,1960,,2016,2013,,6675,6,"Cities from 2,500 thru 9,999",L,Y,N,12,0,9,,,,2016,13,4,35115,33.262937,-86.678104
147,AL0110100,AL0110100,Anniston Police Department,Anniston,1,City,,,52,Anniston,2,AL,42,Calhoun,01015,A,23354,ALUCR0001,Alabama Criminal Justice Information Center,AL,1960,,2016,2013,,22306,5,"Cities from 10,000 thru 24,999",L,N,Y,12,0,10,,,,2016,87,20,36202,33.771706,-85.822513
446,AL0600200,AL0600200,Livingston Police Department,Livingston,1,City,,,216,Livingston,2,AL,94,Sumter,01119,A,23354,ALUCR0001,Alabama Criminal Justice Information Center,AL,1976,,2016,2013,,3435,6,"Cities from 2,500 thru 9,999",L,N,N,10,0,6,,,,2012,5,4,35470,32.597481,-88.200057
144,AL0100200,AL0100200,Georgiana Police Department,Georgiana,1,City,,,159,Georgiana,2,AL,41,Butler,01013,A,23354,ALUCR0001,Alabama Criminal Justice Information Center,AL,1976,,2016,2013,,1666,7,"Cities under 2,500",L,N,N,12,0,9,,,,2016,8,5,36033,31.751667,-86.681969
276,AL0330300,AL0330300,Red Bay Police Department,Red Bay,1,City,,,283,Red Bay,2,AL,64,Franklin,01059,A,23354,ALUCR0001,Alabama Criminal Justice Information Center,AL,1973,,2016,2013,,3117,6,"Cities from 2,500 thru 9,999",L,N,N,12,0,10,,,,2016,8,4,35582,34.441989,-87.842814
391,AL0520100,AL0520100,Decatur Police Department,Decatur,1,City,,,119,Decatur,2,AL,86,Morgan,01103,A,23354,ALUCR0001,Alabama Criminal Justice Information Center,AL,1960,,2016,2013,,55483,3,"Cities from 50,000 thru 99,000",L,N,Y,12,0,10,,,,2016,133,15,35602,34.454484,-86.846402
235,AL0270100,AL0270100,Selma Police Department,Selma,1,City,,,300,Selma,2,AL,58,Dallas,01047,A,23354,ALUCR0001,Alabama Criminal Justice Information Center,AL,1960,,2016,2013,,19585,5,"Cities from 10,000 thru 24,999",L,N,N,12,0,8,,,,2011,50,17,36703,32.33354,-87.114356
163,AL0140000,AL0140000,Chilton County Sheriff's Office,Chilton,2,County,,,,,2,AL,45,Chilton,01021,A,23354,ALUCR0001,Alabama Criminal Justice Information Center,AL,1960,,2016,2013,,29704,9B,"MSA counties from 25,000 thru 99,999",L,Y,N,12,0,9,,,,2016,28,4,35045,32.854051,-86.726607
321,AL0410100,AL0410100,Florence Police Department,Florence,1,City,,,145,Florence,2,AL,73,Lauderdale,01077,A,23354,ALUCR0001,Alabama Criminal Justice Information Center,AL,1960,,2016,2013,,40433,4,"Cities from 25,000 thru 49,999",L,N,Y,12,0,10,,,,2016,105,25,35630,34.904122,-87.650997
184,AL0180100,AL0180100,Heflin Police Department,Heflin,1,City,,,185,Heflin,2,AL,49,Cleburne,01029,A,23354,ALUCR0001,Alabama Criminal Justice Information Center,AL,1976,,2016,2013,,3525,6,"Cities from 2,500 thru 9,999",L,N,N,12,0,6,,,,2014,10,2,36264,33.671964,-85.516126
221,AL0250200,AL0250200,Hanceville Police Department,Hanceville,1,City,,,179,Hanceville,2,AL,56,Cullman,01043,A,23354,ALUCR0001,Alabama Criminal Justice Information Center,AL,1976,,2016,2013,,3269,6,"Cities from 2,500 thru 9,999",L,N,N,12,0,9,,,,2013,10,3,35077,34.131923,-86.869267
478,AL0640600,AL0640600,Parrish Police Department,Parrish,1,City,,,266,Parrish,2,AL,98,Walker,01127,A,23354,ALUCR0001,Alabama Criminal Justice Information Center,AL,1975,,2016,2013,,959,7,"Cities under 2,500",L,Y,N,10,0,4,,,,2013,7,7,35580,33.791558,-87.301094
361,AL0470900,AL0470900,Huntsville International Airport,Huntsville International Airport,5,Other,,,,,2,AL,79,Madison,01089,A,23354,ALUCR0001,Alabama Criminal Justice Information Center,AL,1988,,2016,2013,2015,0,7,"Cities under 2,500",L,Y,N,0,0,0,352,AL0470000,Madison,2014,20,1,35824,34.764238,-86.55108
112,AL0050300,AL0050300,Foley Police Department,Foley,1,City,,,146,Foley,2,AL,36,Baldwin,01003,A,23354,ALUCR0001,Alabama Criminal Justice Information Center,AL,1960,,2016,2013,,16644,5,"Cities from 10,000 thru 24,999",L,N,Y,12,0,9,,,,2016,61,29,36535,30.659218,-87.746067
92,AL0021400,AL0021400,University of South Alabama,University of South Alabama,3,University or College,,805,,,2,AL,83,Mobile,01097,A,23354,ALUCR0001,Alabama Criminal Justice Information Center,AL,1988,,2016,2013,,0,7,"Cities under 2,500",L,Y,N,12,0,10,,,,2016,30,6,36688,30.684572,-88.196568
327,AL0410700,AL0410700,Killen Police Department,Killen,1,City,,,203,Killen,2,AL,73,Lauderdale,01077,A,23354,ALUCR0001,Alabama Criminal Justice Information Center,AL,1976,,2016,2013,,986,7,"Cities under 2,500",L,Y,N,11,0,7,,,,2016,4,0,35645,34.904122,-87.650997
373,AL0490400,AL0490400,Hackleburg Police Department,Hackleburg,1,City,,,176,Hackleburg,2,AL,81,Marion,01093,A,23354,ALUCR0001,Alabama Criminal Justice Information Center,AL,1976,,2016,2013,,1483,7,"Cities under 2,500",L,N,N,12,0,9,,,,2012,4,0,35564,34.138219,-87.881551
298,AL0380300,AL0380300,Gordon Police Department,Gordon,1,City,,,166,Gordon,2,AL,69,Houston,01069,A,23354,ALUCR0001,Alabama Criminal Justice Information Center,AL,1974,,2016,2013,,329,7,"Cities under 2,500",L,Y,N,0,0,0,,,,1995,1,1,36343,31.158193,-85.296398
381,AL0500400,AL0500400,Boaz Police Department,Boaz,1,City,,,73,Boaz,2,AL,82,Marshall,01095,A,23354,ALUCR0001,Alabama Criminal Justice Information Center,AL,1960,,2016,,,9740,6,"Cities from 2,500 thru 9,999",L,N,N,12,0,8,,,,2016,24,11,35957,34.309564,-86.321668
368,AL0480500,AL0480500,Myrtlewood Police Department,Myrtlewood,1,City,,,247,Myrtlewood,2,AL,80,Marengo,01091,A,23354,ALUCR0001,Alabama Criminal Justice Information Center,AL,1976,,2016,2014,2015,123,7,"Cities under 2,500",L,N,N,0,0,0,363,AL0480000,Marengo,2008,1,0,36763,32.247591,-87.791091
285,AL0350000,AL0350000,Greene County Sheriff's Office,Greene,2,County,,,,,2,AL,66,Greene,01063,A,23354,ALUCR0001,Alabama Criminal Justice Information Center,AL,1960,,2016,2013,,5677,8D,"Non-MSA counties under 10,000",L,N,N,12,0,5,,,,2016,14,18,35462,32.844497,-87.9642
180,AL0170000,AL0170000,Clay County Sheriff's Office,Clay,2,County,,,,,2,AL,48,Clay,01027,A,23354,ALUCR0001,Alabama Criminal Justice Information Center,AL,1960,,2016,2013,,9172,8D,"Non-MSA counties under 10,000",L,N,N,12,0,8,,,,2016,10,16,36251,33.267809,-85.862051
73,AL0012400,AL0012400,University of Alabama: Birmingham,University of Alabama: Birmingham,3,University or College,,690,,,2,AL,71,Jefferson,01073,A,23354,ALUCR0001,Alabama Criminal Justice Information Center,AL,1974,,2016,,,0,7,"Cities under 2,500",L,Y,N,12,0,4,,,,2015,107,66,35294,33.553444,-86.896536
355,AL0470300,AL0470300,Gurley Police Department,Gurley,1,City,,,175,Gurley,2,AL,79,Madison,01089,A,23354,ALUCR0001,Alabama Criminal Justice Information Center,AL,1973,,2016,2013,,790,7,"Cities under 2,500",L,Y,N,12,0,9,,,,2014,5,0,35748,34.764238,-86.55108
282,AL0340300,AL0340300,Hartford Police Department,Hartford,1,City,,,181,Hartford,2,AL,65,Geneva,01061,A,23354,ALUCR0001,Alabama Criminal Justice Information Center,AL,1971,,2016,2013,,2637,6,"Cities from 2,500 thru 9,999",L,Y,N,12,0,9,,,,2016,8,5,36344,31.092392,-85.821011
109,AL0050000,AL0050000,Baldwin County Sheriff's Office,Baldwin,2,County,,,,,2,AL,36,Baldwin,01003,A,23354,ALUCR0001,Alabama Criminal Justice Information Center,AL,1960,,2016,2013,,98281,9B,"MSA counties from 25,000 thru 99,999",L,Y,N,12,0,9,,,,2016,115,173,36507,30.659218,-87.746067
283,AL0340400,AL0340400,Slocomb Police Department,Slocomb,1,City,,,306,Slocomb,2,AL,65,Geneva,01061,A,23354,ALUCR0001,Alabama Criminal Justice Information Center,AL,1973,,2016,2013,,1968,7,"Cities under 2,500",L,Y,N,12,0,9,,,,2013,4,1,36375,31.092392,-85.821011
367,AL0480400,AL0480400,Faunsdale Police Department,Faunsdale,1,City,,,141,Faunsdale,2,AL,80,Marengo,01091,A,23354,ALUCR0001,Alabama Criminal Justice Information Center,AL,1978,,2016,2014,2001,93,7,"Cities under 2,500",L,N,N,0,0,0,363,AL0480000,Marengo,1981,1,1,36738,32.247591,-87.791091
72,AL0012300,AL0012300,Warrior Police Department,Warrior,1,City,,,343,Warrior,2,AL,71,Jefferson,01073,A,23354,ALUCR0001,Alabama Criminal Justice Information Center,AL,1974,,2016,2013,,3194,6,"Cities from 2,500 thru 9,999",L,Y,N,12,0,10,,,,2016,11,7,35180,33.553444,-86.896536
260,AL0300400,AL0300400,Flomaton Police Department,Flomaton,1,City,,,143,Flomaton,2,AL,61,Escambia,01053,A,23354,ALUCR0001,Alabama Criminal Justice Information Center,AL,1974,,2016,2013,,1411,7,"Cities under 2,500",L,N,N,12,0,10,,,,2016,8,5,36441,31.121747,-87.168429
94,AL0030000,AL0030000,Montgomery County Sheriff's Office,Montgomery,2,County,,,,,2,AL,85,Montgomery,01101,A,23354,ALUCR0001,Alabama Criminal Justice Information Center,AL,1960,,2016,2013,,25820,9B,"MSA counties from 25,000 thru 99,999",L,Y,N,12,0,10,,,,2016,129,40,36103,32.20365,-86.203831
462,AL0620500,AL0620500,Daviston Police Department,Daviston,1,City,,,118,Daviston,2,AL,96,Tallapoosa,01123,A,23354,ALUCR0001,Alabama Criminal Justice Information Center,AL,1976,,2016,,2015,212,7,"Cities under 2,500",L,N,N,0,0,0,457,AL0620000,Tallapoosa,1995,1,0,36256,32.863369,-85.799553
149,AL0110300,AL0110300,Piedmont Police Department,Piedmont,1,City,,,272,Piedmont,2,AL,42,Calhoun,01015,A,23354,ALUCR0001,Alabama Criminal Justice Information Center,AL,1960,,2016,2013,,4703,6,"Cities from 2,500 thru 9,999",L,Y,N,12,0,10,,,,2014,11,4,36272,33.771706,-85.822513
403,AL0540100,AL0540100,Aliceville Police Department,Aliceville,1,City,,,48,Aliceville,2,AL,88,Pickens,01107,A,23354,ALUCR0001,Alabama Criminal Justice Information Center,AL,1960,,2016,2013,,2367,7,"Cities under 2,500",L,Y,N,12,0,9,,,,2011,8,1,35442,33.296808,-88.096878
195,AL0200300,AL0200300,Muscle Shoals Police Department,Muscle Shoals,1,City,,,246,Muscle Shoals,2,AL,51,Colbert,01033,A,23354,ALUCR0001,Alabama Criminal Justice Information Center,AL,1960,,2016,2013,,13720,5,"Cities from 10,000 thru 24,999",L,N,Y,12,0,9,,,,2015,34,9,35662,34.703112,-87.801457
335,AL0430000,AL0430000,Lee County Sheriff's Office,Lee,2,County,,,,,2,AL,75,Lee,01081,A,23354,ALUCR0001,Alabama Criminal Justice Information Center,AL,1960,,2016,,,60601,9B,"MSA counties from 25,000 thru 99,999",L,Y,N,12,0,4,,,,2016,79,97,36801,32.604064,-85.353048
250,AL0290000,AL0290000,Elmore County Sheriff's Office,Elmore,2,County,,,,,2,AL,60,Elmore,01051,A,23354,ALUCR0001,Alabama Criminal Justice Information Center,AL,1960,,2016,2013,,50889,9B,"MSA counties from 25,000 thru 99,999",L,Y,N,12,0,7,,,,2016,48,60,36092,32.597229,-86.142738
175,AL0160100,AL0160100,Jackson Police Department,Jackson,1,City,,,197,Jackson,2,AL,47,Clarke,01025,A,23354,ALUCR0001,Alabama Criminal Justice Information Center,AL,1960,,2016,2013,,4979,6,"Cities from 2,500 thru 9,999",L,N,N,12,0,7,,,,2013,19,6,36545,31.685521,-87.818624
78,AL0012900,AL0012900,Kimberly Police Department,Kimberly,1,City,,,204,Kimberly,2,AL,71,Jefferson,01073,A,23354,ALUCR0001,Alabama Criminal Justice Information Center,AL,1976,,2016,2013,,2868,6,"Cities from 2,500 thru 9,999",L,Y,N,12,0,6,,,,2016,4,10,35091,33.553444,-86.896536
208,AL0230300,AL0230300,Florala Police Department,Florala,1,City,,,144,Florala,2,AL,54,Covington,01039,A,23354,ALUCR0001,Alabama Criminal Justice Information Center,AL,1960,,2016,2013,,1981,7,"Cities under 2,500",L,N,N,12,0,8,,,,2016,3,0,36442,31.243987,-86.448721
399,AL0530000,AL0530000,Perry County Sheriff's Office,Perry,2,County,,,,,2,AL,87,Perry,01105,A,23354,ALUCR0001,Alabama Criminal Justice Information Center,AL,1960,,2016,2014,,3785,8D,"Non-MSA counties under 10,000",L,N,N,0,0,3,,,,2014,7,10,36756,32.639005,-87.293827
137,AL0080300,AL0080300,Cleveland Police Department,Cleveland,1,City,,,98,Cleveland,2,AL,39,Blount,01009,A,23354,ALUCR0001,Alabama Criminal Justice Information Center,AL,1976,,2016,2013,,1319,7,"Cities under 2,500",L,Y,N,5,0,2,,,,2013,1,0,35049,33.977448,-86.567246
228,AL0260400,AL0260400,Napier Field Police Department,Napier Field,1,City,,,122,Dothan,2,AL,57,Dale,01045,A,23354,ALUCR0001,Alabama Criminal Justice Information Center,AL,1974,,2016,2013,,344,7,"Cities under 2,500",L,N,N,6,0,7,,,,2016,2,0,36303,31.430654,-85.609476
53,AL0010400,AL0010400,Fairfield Police Department,Fairfield,1,City,,,138,Fairfield,2,AL,71,Jefferson,01073,A,23354,ALUCR0001,Alabama Criminal Justice Information Center,AL,1960,,2016,2013,,10958,5,"Cities from 10,000 thru 24,999",L,Y,N,12,0,8,,,,2016,21,9,35064,33.553444,-86.896536
57,AL0010800,AL0010800,Tarrant Police Department,Tarrant,1,City,,,71,Birmingham,2,AL,71,Jefferson,01073,A,23354,ALUCR0001,Alabama Criminal Justice Information Center,AL,1960,,2016,2013,,6225,6,"Cities from 2,500 thru 9,999",L,Y,N,12,0,8,,,,2015,17,4,35217,33.553444,-86.896536
49,AL0010000,AL0010000,Jefferson County Sheriff's Office,Jefferson,2,County,,,,,2,AL,71,Jefferson,01073,A,23354,ALUCR0001,Alabama Criminal Justice Information Center,AL,1960,,2016,2013,,145801,9A,"MSA counties 100,000 or over",L,Y,N,12,0,9,,,,2015,464,137,35203,33.553444,-86.896536
410,AL0550100,AL0550100,Troy Police Department,Troy,1,City,,,328,Troy,2,AL,89,Pike,01109,A,23354,ALUCR0001,Alabama Criminal Justice Information Center,AL,1960,,2016,2013,,19377,5,"Cities from 10,000 thru 24,999",L,N,N,12,0,9,,,,2016,55,23,36081,31.798651,-85.941604
261,AL0310000,AL0310000,Etowah County Sheriff's Office,Etowah,2,County,,,,,2,AL,62,Etowah,01055,A,23354,ALUCR0001,Alabama Criminal Justice Information Center,AL,1960,,2016,2013,,29135,9B,"MSA counties from 25,000 thru 99,999",L,Y,N,12,0,8,,,,2016,61,95,35901,34.047648,-86.034522
286,AL0350100,AL0350100,Eutaw Police Department,Eutaw,1,City,,,135,Eutaw,2,AL,66,Greene,01063,A,23354,ALUCR0001,Alabama Criminal Justice Information Center,AL,1960,,2016,2013,,2757,6,"Cities from 2,500 thru 9,999",L,N,N,11,0,7,,,,2014,8,1,35462,32.844497,-87.9642
432,AL0590000,AL0590000,Shelby County Sheriff's Office,Shelby,2,County,,,,,2,AL,92,Shelby,01117,A,23354,ALUCR0001,Alabama Criminal Justice Information Center,AL,1960,,2016,2013,,86202,9B,"MSA counties from 25,000 thru 99,999",L,Y,N,12,0,8,,,,2015,123,86,35051,33.262937,-86.678104
277,AL0330400,AL0330400,Vina Police Department,Vina,1,City,,,339,Vina,2,AL,64,Franklin,01059,A,23354,ALUCR0001,Alabama Criminal Justice Information Center,AL,1975,,2016,2014,2008,355,7,"Cities under 2,500",L,N,N,0,0,0,273,AL0330000,Franklin,1979,2,0,35593,34.441989,-87.842814
332,AL0420300,AL0420300,Courtland Police Department,Courtland,1,City,,,109,Courtland,2,AL,74,Lawrence,01079,A,23354,ALUCR0001,Alabama Criminal Justice Information Center,AL,1976,,2016,2013,,601,7,"Cities under 2,500",L,Y,N,1,0,4,,,,2014,2,0,35618,34.529776,-87.321865
308,AL0390300,AL0390300,Stevenson Police Department,Stevenson,1,City,,,311,Stevenson,2,AL,70,Jackson,01071,A,23354,ALUCR0001,Alabama Criminal Justice Information Center,AL,1976,,2016,2013,,1992,7,"Cities under 2,500",L,N,N,7,0,6,,,,2014,5,4,35772,34.764095,-85.979956
269,AL0310900,AL0310900,Altoona Police Department,Altoona,1,City,,,49,Altoona,2,AL,62,Etowah,01055,A,23354,ALUCR0001,Alabama Criminal Justice Information Center,AL,1976,,2016,2013,,926,7,"Cities under 2,500",L,Y,N,0,0,0,,,,1979,2,2,35952,34.047648,-86.034522
76,AL0012700,AL0012700,Brookside Police Department,Brookside,1,City,,,80,Brookside,2,AL,71,Jefferson,01073,A,23354,ALUCR0001,Alabama Criminal Justice Information Center,AL,1976,,2016,2013,,1335,7,"Cities under 2,500",L,Y,N,4,0,2,,,,2015,5,0,35036,33.553444,-86.896536
413,AL0560000,AL0560000,Randolph County Sheriff's Office,Randolph,2,County,,,,,2,AL,90,Randolph,01111,A,23354,ALUCR0001,Alabama Criminal Justice Information Center,AL,1960,,2016,2013,,14934,8C,"Non-MSA counties from 10,000 thru 24,999",L,N,N,11,0,7,,,,2014,16,18,36278,33.296475,-85.464068
372,AL0490300,AL0490300,Guin Police Department,Guin,1,City,,,172,Guin,2,AL,81,Marion,01093,A,23354,ALUCR0001,Alabama Criminal Justice Information Center,AL,1976,,2016,2013,,2322,7,"Cities under 2,500",L,N,N,12,0,9,,,,2014,5,0,35563,34.138219,-87.881551
157,AL0120200,AL0120200,Lanett Police Department,Lanett,1,City,,,208,Lanett,2,AL,43,Chambers,01017,A,23354,ALUCR0001,Alabama Criminal Justice Information Center,AL,1960,,2016,2013,,6444,6,"Cities from 2,500 thru 9,999",L,N,N,12,0,8,,,,2016,25,2,36863,32.915504,-85.394032
172,AL0150400,AL0150400,Silas Police Department,Silas,1,City,,,303,Silas,2,AL,46,Choctaw,01023,A,23354,ALUCR0001,Alabama Criminal Justice Information Center,AL,1976,,2016,,,433,7,"Cities under 2,500",L,N,N,0,0,4,168,AL0150000,Choctaw,2010,1,1,36919,31.990997,-88.248908
142,AL0100000,AL0100000,Butler County Sheriff's Office,Butler,2,County,,,,,2,AL,41,Butler,01013,A,23354,ALUCR0001,Alabama Criminal Justice Information Center,AL,1960,,2016,2013,,10090,8C,"Non-MSA counties from 10,000 thru 24,999",L,N,N,12,0,9,,,,2014,11,3,36037,31.751667,-86.681969
491,AL0670200,AL0670200,Haleyville Police Department,Haleyville,1,City,,,177,Haleyville,2,AL,101,Winston,01133,A,23354,ALUCR0001,Alabama Criminal Justice Information Center,AL,1960,,2016,2013,,4111,6,"Cities from 2,500 thru 9,999",L,N,N,12,0,7,,,,2016,11,5,35565,34.155888,-87.364147
138,AL0080400,AL0080400,Snead Police Department,Snead,1,City,,,49,Altoona,2,AL,39,Blount,01009,A,23354,ALUCR0001,Alabama Criminal Justice Information Center,AL,1976,,2016,2013,,845,7,"Cities under 2,500",L,Y,N,12,0,9,,,,2016,4,0,35952,33.977448,-86.567246
155,AL0120000,AL0120000,Chambers County Sheriff's Office,Chambers,2,County,,,,,2,AL,43,Chambers,01017,A,23354,ALUCR0001,Alabama Criminal Justice Information Center,AL,1960,,2016,2013,,15139,8C,"Non-MSA counties from 10,000 thru 24,999",L,N,N,12,0,8,,,,2011,23,29,36862,32.915504,-85.394032
240,AL0280400,AL0280400,Henagar Police Department,Henagar,1,City,,,187,Henagar,2,AL,59,DeKalb,01049,A,23354,ALUCR0001,Alabama Criminal Justice Information Center,AL,1973,,2016,2013,,2344,7,"Cities under 2,500",L,N,N,12,0,9,,,,2014,5,4,35978,34.460929,-85.803992
472,AL0640000,AL0640000,Walker County Sheriff's Office,Walker,2,County,,,,,2,AL,98,Walker,01127,A,23354,ALUCR0001,Alabama Criminal Justice Information Center,AL,1960,,2016,2013,,41241,9B,"MSA counties from 25,000 thru 99,999",L,Y,N,12,0,9,,,,2016,34,49,35501,33.791558,-87.301094
110,AL0050100,AL0050100,Bay Minette Police Department,Bay Minette,1,City,,,65,Bay Minette,2,AL,36,Baldwin,01003,A,23354,ALUCR0001,Alabama Criminal Justice Information Center,AL,1960,,2016,2013,,9234,6,"Cities from 2,500 thru 9,999",L,Y,N,12,0,8,,,,2016,22,7,36507,30.659218,-87.746067
433,AL0590100,AL0590100,Calera Police Department,Calera,1,City,,,83,Calera,2,AL,92,Shelby,01117,A,23354,ALUCR0001,Alabama Criminal Justice Information Center,AL,1976,,2016,2013,,13303,5,"Cities from 10,000 thru 24,999",L,Y,N,11,0,2,,,,2014,30,7,35040,33.262937,-86.678104
490,AL0670100,AL0670100,Double Springs Police Department,Double Springs,1,City,,,123,Double Springs,2,AL,101,Winston,01133,A,23354,ALUCR0001,Alabama Criminal Justice Information Center,AL,1975,,2016,2013,,1065,7,"Cities under 2,500",L,N,N,11,0,8,,,,2012,7,0,35553,34.155888,-87.364147
443,AL0591100,AL0591100,University of Montevallo,University of Montevallo,3,University or College,,776,,,2,AL,92,Shelby,01117,A,23354,ALUCR0001,Alabama Criminal Justice Information Center,AL,1979,,2016,2013,,0,7,"Cities under 2,500",L,Y,N,8,0,6,,,,2016,10,11,35115,33.262937,-86.678104
50,AL0010100,AL0010100,Bessemer Police Department,Bessemer,1,City,,,70,Bessemer,2,AL,71,Jefferson,01073,A,23354,ALUCR0001,Alabama Criminal Justice Information Center,AL,1960,,2016,2013,,26828,4,"Cities from 25,000 thru 49,999",L,Y,N,12,0,9,,,,2015,118,36,35020,33.553444,-86.896536
407,AL0540500,AL0540500,Pickensville Police Department,Pickensville,1,City,,,87,Carrollton,2,AL,88,Pickens,01107,A,23354,ALUCR0001,Alabama Criminal Justice Information Center,AL,1979,,2016,,,576,7,"Cities under 2,500",L,Y,N,0,0,2,402,AL0540000,Pickens,2011,1,1,35447,33.296808,-88.096878
379,AL0500200,AL0500200,Guntersville Police Department,Guntersville,1,City,,,174,Guntersville,2,AL,82,Marshall,01095,A,23354,ALUCR0001,Alabama Criminal Justice Information Center,AL,1960,,2016,2013,,8395,6,"Cities from 2,500 thru 9,999",L,N,N,12,0,9,,,,2016,34,12,35976,34.309564,-86.321668
81,AL0020000,AL0020000,Mobile County Sheriff's Office,Mobile,2,County,,,,,2,AL,83,Mobile,01097,A,23354,ALUCR0001,Alabama Criminal Justice Information Center,AL,1960,,2016,2013,,105181,9A,"MSA counties 100,000 or over",L,Y,N,12,0,9,,,,2016,188,353,36601,30.684572,-88.196568
377,AL0500000,AL0500000,Marshall County Sheriff's Office,Marshall,2,County,,,,,2,AL,82,Marshall,01095,A,23354,ALUCR0001,Alabama Criminal Justice Information Center,AL,1960,,2016,2013,,46324,8B,"Non-MSA counties from 25,000 thru 99,999",L,N,N,12,0,8,,,,2016,39,34,35976,34.309564,-86.321668
