agency_id,ori,legacy_ori,agency_name,short_name,agency_type_id,agency_type_name,tribe_id,campus_id,city_id,city_name,state_id,state_abbr,primary_county_id,primary_county,primary_county_fips,agency_status,submitting_agency_id,submitting_sai,submitting_name,submitting_state_abbr,start_year,dormant_year,current_year,revised_rape_start,current_nibrs_start_year,population,population_group_code,population_group_desc,population_source_flag,suburban_area_flag,core_city_flag,months_reported,nibrs_months_reported,past_10_years_reported,covered_by_id,covered_by_ori,covered_by_name,staffing_year,total_officers,total_civilians,icpsr_zip,icpsr_lat,icpsr_lng
2203,CT0014800,CT0014800,Wallingford Police Department,Wallingford,1,City,,,1294,Wallingford,8,CT,323,New Haven,09009,A,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,CT,1960,,2016,2013,2016,45054,4,"Cities from 25,000 thru 49,999",L,Y,N,12,12,10,,,,2016,69,21,06492,41.349717,-72.900204
2199,CT0014000,CT0014000,Thomaston Police Department,Thomaston,1,City,,,1288,Thomaston,8,CT,321,Litchfield,09005,A,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,CT,1960,,2016,2013,2016,7635,6,"Cities from 2,500 thru 9,999",L,N,N,12,12,10,,,,2016,16,12,06787,41.791883,-73.235404
2208,CT0015600,CT0015600,West Haven Police Department,West Haven,1,City,,,1299,West Haven,8,CT,323,New Haven,09009,A,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,CT,1960,,2016,,2016,54741,3,"Cities from 50,000 thru 99,000",L,N,N,12,12,10,,,,2016,123,15,06516,41.349717,-72.900204
2161,CT0008300,CT0008300,Middletown Police Department,Middletown,1,City,,,1253,Middletown,8,CT,322,Middlesex,09007,A,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,CT,1960,,2016,2013,2016,46894,4,"Cities from 25,000 thru 49,999",L,N,Y,12,12,10,,,,2016,109,13,06457,41.434525,-72.524227
2158,CT0007700,CT0007700,Manchester Police Department,Manchester,1,City,,,1250,Manchester,8,CT,320,Hartford,09003,A,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,CT,1960,,2016,,,58070,3,"Cities from 50,000 thru 99,000",L,N,N,12,0,10,,,,2016,104,31,06045,41.806053,-72.732916
2195,CT0013500,CT0013500,Stamford Police Department,Stamford,1,City,,,1284,Stamford,8,CT,319,Fairfield,09001,A,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,CT,1960,,2016,2013,2016,129682,2,"Cities from 100,000 thru 249,000",L,N,Y,12,12,10,,,,2016,267,48,06901,41.227399,-73.366523
2122,CT0000500,CT0000500,Beacon Falls Police Department,Beacon Falls,1,City,,,1253,Middletown,8,CT,323,New Haven,09009,A,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,CT,1960,,2016,2014,2003,6054,6,"Cities from 2,500 thru 9,999",L,Y,N,0,0,0,2239,CTCSP0000,Connecticut State Police,,,,06403,41.349717,-72.900204
2187,CT0011900,CT0011900,Rocky Hill Police Department,Rocky Hill,1,City,,,1278,Rocky Hill,8,CT,320,Hartford,09003,A,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,CT,1960,,2016,,2016,20189,5,"Cities from 10,000 thru 24,999",L,Y,N,12,12,10,,,,2016,36,12,06067,41.806053,-72.732916
2136,CT0003500,CT0003500,Darien Police Department,Darien,1,City,,,1228,Darien,8,CT,319,Fairfield,09001,A,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,CT,1960,,2016,2013,2016,21925,5,"Cities from 10,000 thru 24,999",L,Y,N,12,12,10,,,,2016,49,8,06820,41.227399,-73.366523
2164,CT0008600,CT0008600,Montville Police Department,Montville,1,City,,,1253,Middletown,8,CT,324,New London,09011,A,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,CT,1960,,2016,2014,2003,19652,5,"Cities from 10,000 thru 24,999",L,Y,N,0,0,0,2239,CTCSP0000,Connecticut State Police,,,,06382,41.472651,-72.108633
2238,CT00B5900,CT00B5900,Groton Long Point Police Department,Groton Long Point,1,City,,,1242,Groton,8,CT,324,New London,09011,A,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,CT,1979,,2016,,,517,7,"Cities under 2,500",L,Y,N,12,0,10,,,,2016,5,0,06340,41.472651,-72.108633
2141,CT0004500,CT0004500,East Lyme Police Department,East Lyme,1,City,,,1233,East Lyme,8,CT,324,New London,09011,A,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,CT,1960,,2016,2014,2003,19138,5,"Cities from 10,000 thru 24,999",L,Y,N,0,0,0,2239,CTCSP0000,Connecticut State Police,,,,06357,41.472651,-72.108633
2152,CT0006000,CT0006000,Guilford Police Department,Guilford,1,City,,,1243,Guilford,8,CT,323,New Haven,09009,A,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,CT,1960,,2016,,,22421,5,"Cities from 10,000 thru 24,999",L,Y,N,12,0,10,,,,2016,33,7,06437,41.349717,-72.900204
2221,CT001710X,CT0017100,University of Connecticut: Avery Point,University of Connecticut: Avery Point,3,University or College,,726,,,8,CT,324,New London,09011,A,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,CT,1982,,2016,2014,1998,0,7,"Cities under 2,500",L,Y,N,0,0,0,2220,CT0017000,"University of Connecticut: Storrs, Avery Point, and Hartford",1995,5,0,,,
2232,CT004SP00,CT004SP00,State Police Middlesex,Middlesex,4,State Police,,,1253,Middletown,8,CT,322,Middlesex,09007,A,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,CT,1960,,2016,2014,2003,0,9D,"MSA counties under 10,000",L,Y,N,0,0,0,2239,CTCSP0000,Connecticut State Police,,,,06457,41.434525,-72.524227
2168,CT0009300,CT0009300,New Haven Police Department,New Haven,1,City,,,1259,New Haven,8,CT,323,New Haven,09009,A,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,CT,1960,,2016,2013,2016,130403,2,"Cities from 100,000 thru 249,000",L,N,Y,12,12,10,,,,2016,454,55,06519,41.349717,-72.900204
2225,CT0019200,CT0019200,University of Connecticut: Health Center,University of Connecticut: Health Center,3,University or College,,727,,,8,CT,320,Hartford,09003,A,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,CT,1979,,2016,2013,2016,0,7,"Cities under 2,500",L,Y,N,12,12,10,,,,2016,19,26,06032,41.806053,-72.732916
2132,CT0002700,CT0002700,Clinton Police Department,Clinton,1,City,,,1223,Clinton,8,CT,322,Middlesex,09007,A,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,CT,1962,,2016,2013,2016,13100,5,"Cities from 10,000 thru 24,999",L,Y,N,12,12,10,,,,2016,27,9,06413,41.434525,-72.524227
2224,CT0019100,CT0019100,Eastern Connecticut State University,Eastern Connecticut State University,3,University or College,,176,,,8,CT,326,Windham,09015,A,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,CT,1979,,2016,2013,2016,0,7,"Cities under 2,500",L,Y,N,12,12,10,,,,2016,14,10,06226,41.824999,-71.990702
2178,CT0010700,CT0010700,Orange Police Department,Orange,1,City,,,1269,Orange,8,CT,323,New Haven,09009,A,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,CT,1960,,2016,2013,2016,13954,5,"Cities from 10,000 thru 24,999",L,Y,N,12,12,10,,,,2016,43,10,06477,41.349717,-72.900204
2138,CT0004200,CT0004200,East Hampton Police Department,East Hampton,1,City,,,1230,East Hampton,8,CT,322,Middlesex,09007,A,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,CT,1977,,2016,2013,2016,12854,5,"Cities from 10,000 thru 24,999",L,Y,N,12,12,10,,,,2016,15,2,06424,41.434525,-72.524227
2194,CT0013400,CT0013400,Stafford Police Department,Stafford,1,City,,,1253,Middletown,8,CT,325,Tolland,09013,A,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,CT,1960,,2016,2014,2003,11830,5,"Cities from 10,000 thru 24,999",L,Y,N,0,0,0,2239,CTCSP0000,Connecticut State Police,1987,6,0,06076,41.858081,-72.340978
2137,CT0003700,CT0003700,Derby Police Department,Derby,1,City,,,1229,Derby,8,CT,323,New Haven,09009,A,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,CT,1960,,2016,2013,2016,12735,5,"Cities from 10,000 thru 24,999",L,Y,N,12,12,10,,,,2016,34,2,06418,41.349717,-72.900204
2124,CT0000900,CT0000900,Bethel Police Department,Bethel,1,City,,,1216,Bethel,8,CT,319,Fairfield,09001,A,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,CT,1960,,2016,2013,2016,19560,5,"Cities from 10,000 thru 24,999",L,Y,N,12,12,10,,,,2016,37,13,06801,41.227399,-73.366523
2215,CT0016400,CT0016400,Windsor Police Department,Windsor,1,City,,,1305,Windsor,8,CT,320,Hartford,09003,A,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,CT,1960,,2016,2013,2016,29063,4,"Cities from 25,000 thru 49,999",L,Y,N,12,12,10,,,,2016,54,13,06095,41.806053,-72.732916
2219,CT001690X,CT0016900,Yale University,Yale University,3,University or College,,905,,,8,CT,323,New Haven,09009,A,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,CT,1984,,2016,,,0,7,"Cities under 2,500",L,Y,N,12,0,10,,,,2016,87,17,,,
2188,CT0012400,CT0012400,Seymour Police Department,Seymour,1,City,,,1279,Seymour,8,CT,323,New Haven,09009,A,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,CT,1960,,2016,2013,2016,16537,5,"Cities from 10,000 thru 24,999",L,Y,N,12,12,10,,,,2016,41,2,06483,41.349717,-72.900204
2202,CT0014600,CT0014600,Vernon Police Department,Vernon,1,City,,,1293,Vernon,8,CT,325,Tolland,09013,A,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,CT,1960,,2016,2013,2016,29079,4,"Cities from 25,000 thru 49,999",L,Y,N,12,12,10,,,,2016,49,15,06066,41.858081,-72.340978
2133,CT0003200,CT0003200,Coventry Police Department,Coventry,1,City,,,1225,Coventry,8,CT,325,Tolland,09013,A,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,CT,1973,,2016,2013,2016,12413,5,"Cities from 10,000 thru 24,999",L,Y,N,12,12,10,,,,2016,14,5,06238,41.858081,-72.340978
2230,CT002SP00,CT002SP00,State Police Hartford,Hartford,4,State Police,,,1245,Hartford,8,CT,320,Hartford,09003,A,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,CT,1960,,2016,2014,2003,0,9D,"MSA counties under 10,000",L,Y,N,0,0,0,2239,CTCSP0000,Connecticut State Police,,,,06106,41.806053,-72.732916
